Nome;indirizzo;latitudine;longitudine;id_scheda;descrizione breve;descrizione estesa;macro zona;zona;sotto categoria;civico;cap;città;provincia;note;accessibilità;telefono;email;sito;orari generici;orario Lunedì;orario Martedì;orario Mercoledì;orario Giovedì;orario Venerdì;orario Sabato;orario Domenica;geopoint
Quadreria Zambeccari - Palazzo Pepoli Campogrande;Palazzo Pepoli Campogrande - Via Castiglione;44.4927118;11.3462635;714;La Quadreria è una delle più importanti collezioni storiche bolognesi. Offre opere fondamentali dei capiscuola della pittura emiliana: Ludovico Carracci, il Guercino, Francesco Albani, Giuseppe Maria Crespi, Bartolomeo Passerotti, Alessandro Tiarini, Mastelletta, Marcantonio Franceschini, Lorenzo Pasinelli e Donato Creti.;La Quadreria si trova nel Palazzo Pepoli Nuovo o Campogrande, nel più prestigioso quartiere senatorio di Bologna. Il Palazzo, costruito nel secolo XVII dirimpetto al Palazzo Pepoli Vecchio di epoca medievale, è sede, oltre della sezione distaccata della Pinacoteca Nazionale, dell’Archivio e del Servizio Fotografico Territoriale. L'intero impianto decorativo di Palazzo Pepoli Nuovo è teso al trionfo della casata Pepoli e per realizzarlo vi hanno lavorato i protagonisti della grande decorazione Bolognese della seconda metà del ‘600 tra cui Giuseppe Maria Crespi e Donato Creti. La quadreria è esposta nelle sale del piano nobile. Si tratta dell’antica collezione di dipinti che gli Zambeccari, un’importante famiglia senatoria bolognese, avevano raccolto nel corso del XVIII secolo nel loro palazzo presso San Paolo. Entrata a far parte del patrimonio della Pinacoteca nel 1884, la quadreria è l’unica collezione aristocratica del ‘600 e ’700 giunta integra sino a noi. Offre opere fondamentali dei capiscuola della pittura emiliana: Ludovico Carracci, il Guercino, Francesco Albani, Giuseppe Maria Crespi, Donato Creti.;Bologna;;Musei e Collezioni;7;40124;Bologna;BO;;;+39 051 229858;pin-bo.urp@cultura.gov.it;https://www.pinacotecabologna.beniculturali.it/it/;Ultimo ingresso 30 minuti prima della chiusura.Festività25 aprile: 9-19 con ingresso gratuito 1 maggio: 9-19 con ingresso a tariffa normale;;;9-19;;;9-19;;44.4927118, 11.3462635
Raccolta Lercaro;Via Riva di Reno;44.498781;11.337701;722;Il nucleo originario della Raccolta Lercaro risale al 1971, quando quattro artisti bolognesi (Aldo Borgonzoni, Pompilio Mandelli, Enzo Pasqualini, Ilario Rossi) donarono diverse loro opere al Cardinale Giacomo Lercaro (1891-1976), allora Arcivescovo Emerito di Bologna, in occasione del suo ottantesimo compleanno.;Il nucleo originario della Raccolta Lercaro risale al 1971 come dono al Cardinale Giacomo Lercaro, e si è arricchito, nel corso degli anni, di altre numerose opere fino a diventare una vera e propria collezione. La collezione della Galleria d’Arte Moderna “Raccolta Lercaro” conserva opere di artisti come Balla, Morandi, Guttuso. La raccolta non si limita a essere soltanto una galleria d’arte, ma s’impegna nel proporsi come luogo di produzione culturale rivolto alla formazione dei giovani e alla riflessione, attraverso l’immagine, su come la bellezza testimoni il desiderio dell’uomo verso l’assoluto.;Bologna;Palasport;Musei e Collezioni;57;40122;Bologna;BO;;;+39 0516566210;segreteria@raccoltalercaro.it;http://www.raccoltalercaro.it;Martedì e mercoledì: 15-19Da giovedì a domenica: 10-13 / 15-19;;;;;;;;44.498781, 11.337701
Oratorio di San Rocco;Via Monaldo Calari, 4/2 - 40122;44.495561;11.328589;749;Dedicato al santo protettore e guaritore dei malati di peste. All'interno conserva un'inestimabile ciclo di affreschi eseguiti a partire dal 1618 da allievi dei Carracci.;Dedicato al santo protettore e guaritore dei malati di peste. All'interno conserva un'inestimabile ciclo di affreschi eseguiti a partire dal 1618 da allievi dei Carracci. La narrazione della vita del santo si sviluppa lungo le pareti con undici affreschi. Il soffitto decorato a cassettoni con effetti di grande illusione è opera di importanti artisti quali Canuti, Cavedoni e tra le raffigurazioni spiccano le Virtù, i protettori di Bologna, i dottori della Chiesa ed Evangelisti.;Bologna;;Edifici Religiosi;;;;BO;;L'Oratorio è raggiungibile unicamente salendo diverse rampe di scale;+39  051 983474;c.liricobolognese@gmail.com;http://circoloculturaleliricobolognese.webnode.it/;su appuntamento;;;;;;;;44.495561, 11.328589
Torre Prendiparte o Coronata;Piazzetta Prendiparte, 5 - 40125;44.49597;11.3445;751;Costruita nel XII secolo dalla famiglia guelfa dei Prendiparte come ultimo baluardo contro gli attacchi dei nemici la Torre dei Prendiparte o Torre Coronata raggiunge l’altezza di 60 metri, che la rendono seconda solo all’Asinelli.;Costruita nel XII secolo dalla famiglia guelfa dei Prendiparte come ultimo baluardo contro gli attacchi dei nemici, la Torre dei Prendiparte o Torre Coronata raggiunge l’altezza di 60 metri, che la rendono seconda solo all'Asinelli. In origine sembra dovesse essere più alta e che sia stata in seguito capitozzata o sospesa per qualche ragione. Grazie ad un recente restauro conservativo, i 12 piani che la compongono sono, ora, perfettamente agibili e la torre rappresenta, assieme alle altre rimanenti, una delle testimonianze più antiche fra le costruzioni di rilievo conservatesi fino ai nostri giorni. Grazie ai tipici mattoni “bolognesi” perfettamente posati dagli abili costruttori ed ai conci di selenite che rinforzano la base, la torre prende l’aspetto di un inespugnabile fortilizio medievale. A lungo contesa nel corso dei secoli, metà del ‘500 per opera del potente Card. Paleotti, la Torre dei Prendiparte venne adibita ad estensione del Seminario Arcivescovile. In seguito, trasferito il Seminario in altra sede, nel 1751 il Card. Lambertini Papa Benedetto XIV la adattò a carcere dell’Arcivescovado per reati contro la religione o che avessero comunque rappresentato un oltraggio alla morale cristiana. Nei locali dove un tempo c’erano queste prigioni della Curia, al terzo, quarto e quinto piano, sono ancora presenti e si possono ammirare, grazie al recente restauro, iscrizioni e graffiti che presentano un colore rossiccio, in quanto venivano realizzati con scaglie del mattone di cui era composta la torre. Sono leggibili iscrizioni, lamentazioni e allegorie tracciate sull’antico intonaco settecentesco. I primi tre piani furono invece trasformati in civile abitazione alla fine del ‘700 quando la Torre fu confiscata alla Curia da parte delle truppe napoleoniche. A quel periodo vanno fatte risalire le modifiche più recenti, che con l’apertura di grandi finestre permettono una agevole permanenza. Salendo fino all’ultimo piano, su per scale comode e sicure, si può raggiungere un’ampia terrazza che, grazie ad un sicuro parapetto, permette di affacciarsi e ammirare la splendida vista dei tetti e dei monumenti, delle colline e della pianura di Bologna. La Torre vive ora una nuova vita: adattata con un attento e rispettoso recupero alla permanenza di Ospiti viene utilizzata come Dimora di pregio per eventi e soggiorni di grande fascino e suggestione.;Bologna;;Torri, edifici storici;;;;BO;;;+39 335 5616858;info@prendiparte.it;;Per info su orari e modalità d'accesso alla torre visita il sito;;;;;;;;44.49597, 11.3445
Chiesa dei Santi Vitale e Agricola;Via San Vitale,  50 - 40125;44.494363;11.351092;752;La chiesa si vuole innalzata sui resti dell'Arena romana dove, secondo la tradizione, sotto l'impero di Diocleziano, subirono il martirio i Santi Vitale e Agricola, i cui corpi furono riconosciuti da sant'Ambrogio durante la visita compiuta a Bologna nel 392.;La chiesa si vuole innalzata sui resti dell'Arena romana dove, secondo la tradizione, sotto l'impero di Diocleziano, subirono il martirio i Santi Vitale e Agricola, i cui corpi furono riconosciuti da sant'Ambrogio durante la visita compiuta a Bologna nel 392. Ricostruita dalle monache benedettine nel secolo XVI, ospita pregevoli opere artistiche tra cui la rinascimentale cappella di S. Maria degli Angeli attribuita a Gasparo Nadi e una suggestiva cripta millenaria, unico resto della chiesa primitiva. La chiesa subì varie vicissitudini: soppressi gli ordini monastici da Napoleone, il convento annesso alla chiesa venne chiuso per essere venduto e poi adibito a cenacolo letterario dalla contessa Cornelia Barbara Rossi di San Secondo. Solo alla fine del periodo napoleonico la chiesa ritornò ad assumere la sua funzione originaria, che conserva ancora adesso. Fonte: Curia Arcivescovile e Le Chiese di Bologna (L'Inchiostroblu);Bologna;;Edifici Religiosi;;;;BO;;;+39 051 220570;;;"lunedì - sabato: 8.15 - 19.30; domenica e festivi: 9.00 - 20.00. (chiamare per conferma) Durante le funzioni religiose la visita turistica potrebbe essere limitata o sospesa. Gli orari potrebbero subire lievi modifiche. Per informazioni Curia Arcivescovile tel. 051 220570.";;;;;;;;44.494363, 11.351092
Basilica di San Domenico;Piazza San Domenico, 13 - 40124;44.489763;11.343968;756;Iniziata dopo la morte del santo (1221), la Basilica è una delle chiese bolognesi più ricche di storia d'arte. Di straordinario incanto la cappella di S. Domenico con la splendida arca marmorea che ne custodisce le spoglie.;La Basilica di San Domenico è una delle chiese bolognesi più ricche di storia d’arte e fu eretta dai Frati Domenicani come luogo in cui conservare le spoglie di San Domenico di Guzman, fondatore dell’ordine e giunto a Bologna intorno al 1200. All’interno sono conservate inestimabili opere d’arte di autori come Guercino, Filippino Lippi e Ludovico Carracci. Nella Cappella di San Domenico sorge l’arca impreziosita da sculture di Michelangelo, Nicola Pisano, Alfonso Lombardi e sormontata da una cimasa marmorea modellata nel 1469-73 da Niccolò da Puglia detto “dell’Arca”, autore anche del Compianto sul Cristo Morto conservato nella chiesa di Santa Maria della Vita. Capolavoro dell’intarsio rinascimentale è il coro ligneo di Fra’ Damiano da Bergamo, definito dai contemporanei l’ottava meraviglia del mondo e ammirato anche dall’imperatore Carlo V. La chiesa presenta anche una torre campanaria, eretta nel 1313 in stile gotico e alta 51 metri. Mentre il Convento di San Domenico ospita la Biblioteca con un patrimonio di 90.000 volumi riguardanti temi di filosofia, teologia, storia e spiritualità domenicana.Consulta qui -> il protocollo di accesso alla basilica;Bologna;;Edifici Religiosi;;;;BO;;;+39 051 6400411;basilica.sandomenico.bologna@gmail.com;;"Gli orari sono soggetti a variazione. Durante le funzioni religiose la visita turistica potrebbe essere limitata o sospesa. Orari Biblioteca: dal lunedì al venerdì 9:00 – 13:00, pomeriggio su appuntamento.Orari Museo: Visite su richiesta (da lunedì al sabato 9.00 - 12.00 e 15.30 - 18.00; domenica e festivi 15.00 - 17.00)";"8:30-12:00; 15:30-18:00";"8:30-12:00; 15:30-18:00";"8:30-12:00; 15:30-18:00";"8:30-12:00; 15:30-18:00";"8:30-12:00; 15:30-18:00";"8:30-12:00; 15:30-17:00";15:30-17:00;44.489763, 11.343968
Complesso di San Michele in Bosco;Via Pupilli, 1 - 40136;44.482162;11.342316;759;La Chiesa di San Michele in Bosco è un imponente complesso architettonico comprendente la chiesa e l'adiacente ex-convento degli Olivetani, uno dei più grandiosi e ameni d'Italia. Si erge in uno dei punti più panoramici dei colli a ridosso di Bologna e il suo sagrato costituisce uno splendido balcone sulla città e sulla pianura fino alla catena alpina.;La Chiesa di San Michele in Bosco è un imponente complesso architettonico comprendente la chiesa e l'adiacente ex-convento degli Olivetani. Si erge in uno dei punti più panoramici dei colli a ridosso di Bologna e il suo sagrato costituisce uno splendido balcone sulla città e sulla pianura fino alla catena alpina. Di origini remote, la chiesa venne ricostruita svariate volte. Nei secoli, inoltre, il complesso è stato usato per i più diversi propositi: nel periodo napoleonico fu prima caserma e poi prigione, divenne in seguito villa per il Legato Pontificio e più tardi residenza per il Re d'Italia. In più, poco prima della fine dell'800, il complesso fu adibito a sede dell'Ospedale Rizzoli, dove tuttora sono sepolti i grandi ortopedici dell'Istituto. All’interno della chiesa, nel presbiterio, la porta di destra conduce al lungo corridoio dell'antico convento, noto come il “Cannocchiale”, perché grazie a un effetto ottico, sembra di poter toccare la Torre degli Asinelli. Il complesso ospita anche il Centro Putti e la Biblioteca Centrale, intitolata al Re Umberto I e una delle più complete e rare collezioni librarie esistenti in campo ortopedico.;Bologna;;Edifici Religiosi;;;;BO;;;+39 051 6366705;"angelorambaldi.campanile@gmail.com; biblioteca@ior.it";;"Durante le funzioni religiose la visita turistica potrebbe essere limitata o sospesa. (Visite al complesso monumentale su appuntamento chiamando dopo le 16.30 o scrivendo una mail). Biblioteca Umberto I > lunedì 10-16.00; martedì-mercoledì-giovedì 10-14.30; venerdì 10-13.30; chiusura per ferie: mese di agosto e periodo natalizio. Per gruppi numerosi, si prega di inviare comunicazione via mail a biblioteca@ior.it- all’attenzione Dr.ssa Tomba.
Studio Putti: visitabile solo su appuntamento da richiedere via mail a biblioteca@ior.it indirizzando la richiesta a Dr.ssa Tomba.E’ consentito l’ingresso soltanto a piccoli gruppi.Referenti storico/artistiche:  Dr.ssa  Patrizia Tomba (Tel. 051/6366315 , Diretto 051/6366192).";"9:00-12:00; 16:00-18:00";"9:00-12:00; 16:00-18:00";"9:00-12:00; 16:00-18:00";"9:00-12:00; 16:00-18:00";"9:00-12:00; 16:00-18:00";"9:00-12:00; 16:00-18:00";"9:00-12:00; 16:00-18:00";44.482162, 11.342316
Collezione di Anatomia Comparata;Via Selmi 3, 40126;44.495651;11.35388;773;Istituito nel 1814, il Museo conserva preparati, scheletri e collezioni sistematiche attinenti alla disciplina. La maggior parte dei materiali esposti appartiene alla collezione del Prof. Alessandrini che diresse il museo dal 1819 al 1861.;"Preziosi e magistrali sono i preparati per iniezione del sistema circolatorio dei mammiferi e quelli istologici delle terminazioni nervose. In queste sale sono pure esposti gli strumenti usati per tali preparazioni: microscopi, microtomi e siringhe di varia grandezza. In una speciale sezione del Museo è possibile ""toccare"" alcuni pezzi esposti, illustrati anche con caratteri ""Braille"". La descrizione è tratta da SMA - Sistema Museale d'Ateneo Alma Mater Studiorum Università di Bologna Il museo fa parte del SMA - Sistema Museale d'Ateneo Alma Mater Studiorum Università di Bologna";Bologna;;Musei e Collezioni;;;;BO;;;+39 051 2094243;sma.anatomiacomparata@unibo.it;http://www.sma.unibo.it/il-sistema-museale/museo-di-anatomia-comparata/museo-di-anatomia-comparata;"Orario
invernale 1 settembre - 31 maggioDa
martedì a venerdì: 9.00 - 13.00Chiusure: lunedì, sabato,
domenica e festivi, 30 e
31 marzo, 1 aprile, 25 aprileIl
sabato, la domenica e i festivi, la Collezione sarà accessibile solo
partecipando ad eventuali visite guidate, laboratori didattici ed eventi in
programma.";;;;;;;;44.495651, 11.35388
"Collezione di Geologia ""Giovanni Capellini""";Via Zamboni, 63 - 40126;44.497777;11.355193;776;Il Museo Geologico “Giovanni Capellini” nacque nel 1860 dalla raccolta dei reperti geologici e paleontologici provenienti dalle collezioni del naturalista Ulisse Aldrovandi (1522-1605), del marchese Ferdinando Cospi (1606-1686) e del generale militare Luigi Ferdinando Marsili (1658-1730).;Grazie all’importante lavoro di Giovanni Capellini, primo a ricoprire la cattedra di Geologia in Italia, il Museo inaugurò ufficialmente nel 1881 e si arricchì di reperti geopaleontologici provenienti da ogni parte del mondo, di importanza scientifica, didattica ed espositiva insuperate. Attualmente la raccolta testimonia più di cinquecento anni di attività didattica e di ricerca, con un patrimonio di quasi un milione di pezzi conservati negli arredi originali di fine Ottocento tra cui rocce, piante, invertebrati e vertebrati fossili. Nelle sale si possono ammirare gli scheletri spettacolari del Mastodonte proboscidato pliocenico, la ricca collezione di pesci eocenici di Monte Bolca, balene plioceniche e l'imponente modello di dinosauro Giurassico Diplodocus, lungo ventisei metri e alto quattro. È oggi il più importante Museo geologico e paleontologico italiano per vastità e rilievo delle collezioni Il museo fa parte del Sistema Museale d'Ateneo Alma Mater Studiorum Università di Bologna - SMA;Bologna;Università;Musei e Collezioni;;;;BO;;"Disabilità uditive
L’accesso e l’orientamento nelle sale non presenta particolari difficoltà per i disabili uditivi, dato che non è previsto un percorso prestabilito.
Non sono presenti pannelli o schede di sala; sono presenti didascalie o spiegazioni solo per alcuni pezzi importanti, mentre gli oggetti normalmente sono accompagnati da etichette originali scritte a macchina e da appunti di Cappellini. Il linguaggio dei brevi testi richiede discrete competenze linguistiche anche per la presenza di molte nozioni tecniche.
Non sono previste modalità di comunicazione visiva in caso di allarme nei bagni.
Disabilità motoria e difficoltà di movimento
Il Museo può presentare alcune difficoltà per le persone con disabilità motoria o problemi alla deambulazione. 
All’ingresso si trova un gradino e non sono presenti corrimano o citofono, è tuttavia presente un campanello che consente segnalare la propria presenza all’operatore che si trova al di là della porta a vetri e che ha una visuale completa sull’ingresso.
Per agevolare l’accesso, il personale è disponibile ad posizionare due rampe mobili in alluminio, a binario, con una pendenza superiore del 10%. Per raggiungere il primo piano della Collezione è presente un servo scala attivabile con l’aiuto del personale di sala.

Per maggiori informazioni consulta qui.";+39 051 2094555;sma.museocapellini@unibo.it;http://sma.unibo.it/it/il-sistema-museale/collezione-di-geologia-giovanni-capellini;Orario invernale 1 settembre - 31 maggioChiusure: lunedì non festivi, 1 gennaio, 1 maggio, 15 agosto, 24 e 25 dicembre.FestivitàAperto: il 31/03, 1/04, 25/04 ore 10-18;;9.00 - 13.00;9.00 - 13.00;9.00 - 13.00;9.00 - 13.00;10.00 - 18.00;10.00 - 18.00;44.497777, 11.355193
Collezione di Anatomia degli Animali Domestici;Via Tolara di Sopra;44.435269;11.485744;816;Il museo di Anatomia degli Animali Domestici fa parte del SMA- Sistema Museale d'Ateneo Alma Mater Studiorum Università di Bologna;Il Museo di Anatomia degli Animali Domestici dell’Alma Mater Studiorum, Università di Bologna nasce nel 1882 quando il professor Clemente Papi assunse la direzione del gabinetto anatomico. Inizialmente il museo contava un centinaio di preparati che diventarono 650 nel 1885 e circa 2000 nel 1922. Lo scopo del museo era quello di raccogliere preparati anatomici che potessero essere un utile supporto pratico nello studio dell’anatomia pratica. Il museo di Anatomia degli Animali Domestici fa parte del SMA - Sistema Museale d'Ateneo Alma Mater Studiorum Università di Bologna;Pianura;;Musei e Collezioni;50;40064;Ozzano dell'Emilia;BO;< 20 km;;+39 051 2097952;sma.animalidomestici@unibo.it;http://www.sma.unibo.it/il-sistema-museale/museo-di-anatomia-degli-animali-domestici/museo-di-anatomia-degli-animali-domestici;"Da lunedì a venerdì 9 - 13 Martedì e giovedì 14 - 16 Chiusure: Sabato, domenica e festivi, 30, 31
marzo, 1 aprile e 25 aprile, 1 maggio.Il Museo è visitabile su appuntamento scrivendo a sma.animalidomestici@unibo.it";;;;;;;;44.435269, 11.485744
Arena del Sole;Via Indipendenza 44 - 40121;44.499395;11.343797;837;L'Arena del Sole è uno dei teatri storici della città di Bologna. Le sue origini risalgono al 1810 ma è stato restituito alla città nel 1995 dopo otto anni di ristrutturazione.;L'Arena del Sole è uno dei teatri storici della città di Bologna. Le sue origini risalgono al 1810 ma è stato restituito alla città nel 1995 dopo otto anni di ristrutturazione.  Durante l'occupazione francese a Bologna (1796-1816) nell'area occupata dall'antico convento di S. Maria Maddalena sorge su iniziativa di Pietro Bonini, commerciante di corami, un'arena che nei mesi estivi offre spettacoli teatrali dal pomeriggio al tramonto: l'Arena del Sole appunto. Nel 1810 Carlo Asparri, allievo di Filippo Antolini, realizza una struttura semicircolare a gradoni di ispirazione neoclassica e di impronta illuminista destinata a divenire il teatro popolare per eccellenza con spettacoli di prosa, drammi, veglioni carnevaleschi, spettacoli circensi. L'unica struttura ottocentesca che si è conservata intatta fino ad oggi è la facciata realizzata da Gaetano Rubbi nel 1888. Un alto portico poggia su tre grandi arcate sostenute da colonne binate con capitelli corinzi ed è sovrastato da un alto cornicione aggettante. Una scritta corre a fregio sopra le arcate ‘Luogo dato agli spettacoli diurni’. A coronamento un fastigio di Alfredo Neri contiene al centro le statue di Apollo, al centro, della Poesia (a sinistra) e della Tragedia (a destra). A partire dal 1916 il teatro si dota di coperture smontabili che consentono lo svolgimento di una programmazione invernale anche cinematografica. La proiezione di film si intensifica negli anni ’30 a preludio di una drastica trasformazione del teatro in cinema nel 1949. Negli anni ’70 un progetto di Cervellati - giudicato all'epoca troppo ambizioso - ne propone la trasformazione in centro culturale polivalente. La storia recente dell'arena inizia nel 1986 con l'acquisto da parte del Comune di Bologna dell'immobile dall'Opera Pia Giovanni XXIII nell'intento di dotare la città di un adeguato teatro di prosa. La ristrutturazione si svolge in tre fasi principali (1984, 1986, 1991) e si conclude nel 1995 con una solenne inaugurazione. Tra l'altro viene realizzata - per la prima volta in Italia - una pedana in legno modulare che, grazie ad un meccanismo idraulico, consente il sollevamento della platea al livello del palcoscenico e l'ampliamento di quest'ultimo fino a 25 metri. Nella progettazione l'architetto Gianfranco Dellerba si ispira per la cavea a gradinate a forma di U al teatro rinascimentale di Sabbioneta e a quello Farnese di Parma. La sala grande ospita 952 spettatori e quella piccola da 220 ai 300. Nel lato meridionale il teatro presenta una vetrata sul chiostro quattrocentesco dell'antico convento, un cortile interno e a nord un cortile su via S. Giuseppe.;Bologna;Piazza Maggiore - Indipendenza;Cinema e Teatri;;;;BO;;;+39 0512910910;biglietteria@arenadelsole.it;http://www.arenadelsole.it;"Orari di apertura della biglietteria:Martedì - Sabato     11:00 - 14:00 ; 16:30 - 19:00Per gli spettacoli in programma all’Arena del Sole (sala Leo de Berardinis), vendita biglietti anche da un’ora prima dell’inizio della rappresentazione.Per gli spettacoli in programma all’Arena del Sole (sala Thierry Salmon) e Teatro delle Moline, vendita biglietti anche da mezz’ora prima dell’inizio della rappresentazione.";;;;;;;;44.499395, 11.343797
Palazzo dei Notai;Via D'Azeglio;44.49351069999999;11.3424295;873;L'antica sede della società dei Notai come si deduce dai tre calamai con penne d'oca raffigurati nello stemma sulla facciata.;"Palazzo dei Notai sorge in Piazza Maggiore e come si deduce dal suo nome e dai tre calamai con penne d’oca raffigurati nello stemma sulla facciata, era l’antica sede della società dei Notai.
Risalente al XIII secolo, fu restaurato nel 1908 da Alfonso Rubbiani che ne ripristinò l’aspetto medievale.";Bologna;Piazza Maggiore - Indipendenza;Torri, edifici storici;2;40123;Bologna;BO;;;;;;visitabile solo in occasione di mostre ed eventi;;;;;;;;44.49351069999999, 11.3424295
Chiesa di Santa Maria e San Valentino della Grada;Via Monaldo Calari, 10 - 40122;44.497409;11.327969;916;La chiesa di Santa Maria e San Valentino della Grada deve il suo nome alla grada di ferro ancora visibile attraverso cui il Canale di Reno entrava dalle mura della città e che veniva utilizzata per impedire l'eventuale ingresso di nemici nella città.;La chiesa di Santa Maria e San Valentino della Grada deve il suo nome alla grada di ferro ancora visibile attraverso cui il Canale di Reno entrava dalle mura della città e che veniva utilizzata per impedire l'eventuale ingresso di nemici nella città. La chiesa, famosa prevalentemente per la custodia della reliquia del capo di San Valentino prete e martire, venne edificata ampliando l'oratorio costruito all'inizio del Seicento dalla Congregazione di Sant'Antonio da Padova per venerare l'immagine della Vergine Maria presente sul luogo già a partire dal 1576 circa. Al suo interno sono custoditi vari dipinti di A. Catalani, P. Fancelli, G. Caponeri. Fonti: Beni Culturali Emilia - Romagna I cartigli di Bologna sito Salaborsa;Bologna;;Edifici Religiosi;;;;BO;;;+39 051 554256;;;su appuntamento (tel 051 554256);;;;;;;;44.497409, 11.327969
Salara;Via Don Giovanni Minzoni, 18 - 40121;44.503019;11.33581;918;La Salara (Il toponimo “salara” deriva dal sale che anticamente veniva conservato nell'edificio) era un antico magazzino utilizzato come deposito di sale, edificato alla fine del XVIII secolo.;La Salara (Il toponimo “salara” deriva dal sale che anticamente veniva conservato nell'edificio) era un antico magazzino utilizzato come deposito di sale, edificato alla fine del XVIII secolo. Attraverso la Salara, Bologna era in grado di conservare il sale che le veniva fornito dalle Saline di Cervia. Il primo magazzino del sale venne costruito nella città a metà del Cinquecento quando fu fondato anche il Porto di Bologna. A quell'epoca il traffico di questa merce avveniva lungo il Po e il fiume Reno, giungendo a Bologna lungo i canali. Fu poi nel 1787 che si diede inizio alla costruzione di un magazzino nuovo e più capiente, la Salara appunto, che venne collocato sulla sponda sinistra del porto. Ad oggi la Salara è l'unico edificio che testimonia la presenza dell'antico Porto fluviale, in quanto gli altri edifici vennero abbattuti e il terreno livellato per volere di un Piano Regolatore approvato nell'anno 1881. Al momento la Salara ospita il Circolo Arcigay “Il Cassero” e quest'area, nella quale si sono insediati Cineteca, Università e MAMbo (Museo d'arte Moderna di Bologna), ha assunto il nome di “Manifattura delle Arti” per sottolineare che le arti del Novecento hanno trovato sede nel cuore protoindustriale urbano. Fonte: sito del Mambo;Bologna;;Archeologia industriale;;;;BO;;;+ 39 051 09 57 200;;http://www.cassero.it/;;;;;;;;;44.503019, 11.33581
Torre Carrari;Via Marchesana, 12 - 40124;44.49265;11.344863;929;Sagoma snella e poco appariscente, considerato lo spessore dei muri è possibile che anche Torre Carrari all’epoca misurasse gli attuali 22 metri. Si può quindi parlare con più precisione di una casatorre, eretta dalla famiglia Carrari a cavallo tra il XII e XIII secolo.;Sagoma snella e poco appariscente, considerato lo spessore dei muri è possibile che anche Torre Carrari all’epoca misurasse gli attuali 22 metri. Si può quindi parlare con più precisione di una casatorre, eretta dalla famiglia Carrari a cavallo tra il XII e XIII secolo. Le casetorri rappresentano uno dei culmini della maestria muraria medievale. Via di mezzo tra la casa lignea e quella in muratura, coniuga una maggior abitabilità alla solidità, all’igiene e alla sicurezza, strutturale e degli abitanti. La famiglia Carrari in origine era proprietaria di una grossa fetta di isolato tra le attuali vie de’ Toschi, Marchesana e Foscherari, dove possedevano la loro chiesa gentilizia, la loro residenza con annesse una torre e la casatorre, l’unica che, appunto, oggi è ancora visibile. Successivamente chiesa e casatorre passarono alla famiglia Foscherari, da cui il nome della via limitrofa. Nel 1484 la piccola torre è stata acquistata per 1.200 lire e dopo vari ulteriori passaggi, nel Settecento passò in eredità alla Fabbriceria di San Petronio. L’Istituto, sorto nel 1390 per coordinare i lavori di costruzione e – successivamente – manutenzione della Basilica, gestiva le risorse economiche ad essa dedicate e aveva tra le proprie fonti d’entrata proprio le acquisizioni da eredità, qualora non vi fossero parenti oltre il quinto grado pronti a rilevarle. Acquistata poi dalla Società di Rinnovamento Edilizio, è stata inserita nel progetto di rifacimento in falso antico dell’Architetto Arata, che, come visto, l’ha sostanzialmente salvaguardata. Fonte: Bologna la selva turrita progetto di valorizzazione del patrimonio storico-architettonico bolognese finanziato dalla Fondazione del Monte.;Bologna;;Torri, edifici storici;;;;BO;;;;;;Torre privata non visitabile all'interno;;;;;;;;44.49265, 11.344863
Torre Alberici;Via Santo Stefano, 4 - 40125;44.493595;11.346835;930;Dove un tempo esisteva la vecchia dogana cittadina, ora si trova il Palazzo della Mercanzia. Alla sua sinistra, gli antichi palazzi dai portici in legno cominciano a dare memoria della Bologna medievale e poco oltre si scorge la Torre Alberici. La famiglia la eresse nel XII secolo.;La Torre Alberici sorge tra gli antichi palazzi dai portici in legno, nella zona dove un tempo esisteva la vecchia dogana cittadina e ora si trova il Palazzo della Mercanzia, dando memoria della Bologna medievale. La famiglia la eresse nel XII secolo. Purtroppo i suoi 27 metri d’altezza sono rimasti per lungo tempo soffocati da un modesto edificio che ne nascondeva la vista e solo nel 1928, grazie ad un accurato restauro delle case adiacenti, ha ritrovato l’antico respiro. Fortunatamente, ancora oggi è possibile vedere la suggestiva bottega con serraglia di legno a forma di ribalta, mantenuta durante il restauro al posto della base originaria. Si dice che sia la più antica di Bologna, risalente al 1273. Per ampliarne lo spazio interno hanno, scarnificato i muri della Torre, il cui spessore originario lascia pensare che la Torre stessa potesse essere inizialmente più alta. E’ probabile che in epoca successiva sia stata poi abbassata per ridurne il peso e che nella stessa occasione la sommità sia è stata trasformata in altana. Allo stesso modo, sono ben visibili sulla facciata i fori da ponte, tipici della Bologna medievale: alcuni servivano da ancoraggio per le impalcature del cantiere di costruzione, altri per incastrare travi di legno per il labirinto di ballatoi, scale e solai che mettevano in comunicazione i vari piani della torre, o la torre stessa con le case e le torri vicine, di consorti o famiglie amiche. Fonte: Bologna la selva turrita progetto di valorizzazione del patrimonio storico-architettonico bolognese finanziato dalla Fondazione del Monte.;Bologna;;Torri, edifici storici;;;;BO;;;;;;Torre privata non visitabile all'interno;;;;;;;;44.493595, 11.346835
